Name,Latitude,Longitude,County,Zipcode,Address
Raleys Pharmacy #415,38.53251,-121.49469,Sacramento,95822,5450 Linda Vista Road
WALGREENS #4492,37.79412,-122.39673,San Francisco,94111,5450 Linda Vista Road
Wellspace Health South Valley Health Center,38.45923,-121.41011,Sacramento,95828,5450 Linda Vista Road
CVS Pharmacy® & Drug Store at 29412 Auberry Rd Prather CA 93651,37.0256,-119.5389,Fresno,93651,5450 Linda Vista Road
HI-DESERT MEDICAL PHARMACY,34.68926,-118.11259,Los Angeles,93535,5450 Linda Vista Road
VONS PHARMACY #2335,33.83347,-117.83776,Orange,92865,5450 Linda Vista Road
Coyote Valley Pharmacy,38.79501,-122.55784,Lake,95467,5450 Linda Vista Road
Welch Road Internal Medicine Group,37.43913,-122.16177,Santa Clara,94301,5450 Linda Vista Road
MOMMY AND ME MEDICAL GROUP INC,34.10703,-117.3774,San Bernardino,92376,5450 Linda Vista Road
St Mary Health Center - 18077 CA-18,34.5399,-117.26964,San Bernardino,92307,5450 Linda Vista Road
Carson Urgent Care -Providence,33.83366,-118.26409,Los Angeles,90745,5450 Linda Vista Road
Choice Healthcare Associates,34.53928,-117.25996,San Bernardino,92307,5450 Linda Vista Road
Fallbrook Hospital – Fallbrook,33.37994,-117.24544,San Diego,92028,5450 Linda Vista Road
BLISS PHARMACY,34.16462,-118.62689,Los Angeles,91364,5450 Linda Vista Road
WalMart Pharmacy 10-3650,34.25819,-119.21283,Ventura,93003,5450 Linda Vista Road
Highland Community Pharmacy,34.13661,-117.25511,San Bernardino,92404,5450 Linda Vista Road
WALMART PHARMACY 10-2333,34.52574,-117.22287,San Bernardino,92307,5450 Linda Vista Road
KAISER HEALTH PLAN MOB 1 PHY 684,38.01764,-121.2975,San Joaquin,95210,5450 Linda Vista Road
CVS Pharmacy at 5090 Foothills Blvd,38.77148,-121.31301,Placer,95747,5450 Linda Vista Road
SAFEWAY PHARMACY #2684,38.56812,-121.48593,Sacramento,95811,5450 Linda Vista Road
City of San Diego Vaccination Program Balboa Park POD,32.72759,-117.15275,San Diego,92101,5450 Linda Vista Road
Ralphs Pharmacy (1644 Cloverfield Ave),34.02732,-118.47331,Los Angeles,90404,5450 Linda Vista Road
Kuldip Gill MD PC,39.23365,-121.05165,Nevada,95945,5450 Linda Vista Road
CSV PMQ Bakersfield Pharmacy,35.39681,-119.00852,Kern,93301,5450 Linda Vista Road
CROWN DRUGS,33.85892,-118.26373,Los Angeles,90746,5450 Linda Vista Road
Walgreens #11934,37.76424,-120.85323,Stanislaus,95361,5450 Linda Vista Road
CVS Pharmacy at 1155 W Henderson Ave,36.08056,-119.04293,Tulare,93257,5450 Linda Vista Road
RITE AID PHARMACY 06219,33.76023,-118.13548,Los Angeles,90803,5450 Linda Vista Road
Portola Station Baptist Church,39.80699,-120.46671,Plumas,96122,5450 Linda Vista Road
RAI Beaumont,33.92995,-116.95303,Riverside,92223,5450 Linda Vista Road
Regional Physicians Medical Group Inc,33.79312,-118.21522,Los Angeles,90810,5450 Linda Vista Road
Alpha Drugs,33.81562,-117.97477,Orange,92804,5450 Linda Vista Road
Hemet Valley Medical Center,33.75035,-116.96004,Riverside,92543,5450 Linda Vista Road
MemorialCare Medical Group LB Spring,33.80958,-118.18743,Los Angeles,90806,5450 Linda Vista Road
Sherman Heights Community Center,32.71078,-117.14328,San Diego,92102,2258 Island Ave
WALGREENS #5781,40.58581,-122.39644,Shasta,96001,2258 Island Ave
SAFEWAY PHARMACY #0761,36.60492,-121.92127,Monterey,93950,2258 Island Ave
Pacific Pharmacy (207 S Santa Anita St Ste G 10),34.10043,-118.10685,Los Angeles,91776,2258 Island Ave
COSTCO PHARMACY #31,36.80949,-119.87372,Fresno,93722,2258 Island Ave
Asian Health Services Rolland & Kathryn Lowe Medical Center,37.80012,-122.27127,Alameda,94607,2258 Island Ave
Stanford Primary Care in Santa Clara,37.38906,-121.97043,Santa Clara,95054,2258 Island Ave
RITE AID PHARMACY 05969,36.93868,-121.77622,Santa Cruz,95019,2258 Island Ave
RITE AID PHARMACY 05434,34.08089,-118.26037,Los Angeles,90026,2258 Island Ave
CVS Pharmacy® & Drug Store at 3749 Avocado Blvd La Mesa CA 91941,32.7476,-116.9601,San Diego,91941,2258 Island Ave
USC PHARMACY,34.02017,-118.28558,Los Angeles,90089,2258 Island Ave
BHS Carson,33.81426,-118.2761,Los Angeles,90745,2258 Island Ave
JC Neighborhood Pharmacy,33.85862,-117.55329,Riverside,92879,2258 Island Ave
EVERGREEN RX PHARMACY,33.51758,-117.16807,Riverside,92590,2258 Island Ave
Herald Christian Health Center - San Diego,32.82084,-117.18309,San Diego,92117,2258 Island Ave
COMPOUND CENTRAL PHARMACY,33.80299,-118.05823,Orange,90720,2258 Island Ave
La Maestra Community Pharmacy - National City,32.6833,-117.10057,San Diego,91950,2258 Island Ave
Southwestern College Higher Education Center - supersite,32.55597,-117.05495,San Diego,92173,460 W San Ysidro Blvd
CVS Pharmacy® & Drug Store at 1303 Sepulveda Blvd. Torrance CA 90501,33.8136,-118.2985,Los Angeles,90501,460 W San Ysidro Blvd
CVS Pharmacy® & Drug Store at 3800 Martin Luther King Jr. Boulevard Lynwood CA 90262,33.9275,-118.1984,Los Angeles,90262,460 W San Ysidro Blvd
RITE AID PHARMACY 06302,35.49999,-119.27748,Kern,93263,460 W San Ysidro Blvd
Total Care Pharmacy (19409 Soledad Canyon Rd),34.41634,-118.47538,Los Angeles,91351,460 W San Ysidro Blvd
CVS Pharmacy at 233 East Willow Street,33.80472,-118.19101,Los Angeles,90806,460 W San Ysidro Blvd
Martin Luther King Community Center,32.67232,-117.10377,San Diego,91950,460 W San Ysidro Blvd
FRESENIUS MEDICAL CARE OF  SOUTH BAY,33.79056,-118.29852,Los Angeles,90710,460 W San Ysidro Blvd
ALPHA DRUGS #MS1003168,33.81562,-117.97477,Orange,92804,460 W San Ysidro Blvd
TUSTIN RANCH DIALYSIS,33.74606,-117.83178,Orange,92780,460 W San Ysidro Blvd
RAI Indio,33.70926,-116.2345,Riverside,92201,460 W San Ysidro Blvd
SAFEWAY PHARMACY #3013,38.54078,-121.48318,Sacramento,95818,460 W San Ysidro Blvd
Municipal Gymnasium at Balboa Park POD,32.727,-117.15301,San Diego,92101,2111 Pan American Plaza 
SAMS PHARMACY 10-6433,38.36402,-121.95792,Solano,95687,2111 Pan American Plaza 
SPMF Mark West Family Medicine,38.49507,-122.74963,Sonoma,95403,2111 Pan American Plaza 
STAR DRUG CO,34.61199,-120.081,Santa Barbara,93460,2111 Pan American Plaza 
Woodlake Community Center - Optumserve,36.41464,-119.09792,Tulare,93286,2111 Pan American Plaza 
Country Villa Wilshire,34.08699,-118.36166,Los Angeles,90046,2111 Pan American Plaza 
Allan Hancock College -- Santa Maria,34.94391,-120.42053,Santa Barbara,93454,2111 Pan American Plaza 
Jacobs Center,32.70924,-117.08773,San Diego,92114,404 Euclid Ave.
Chatigny Senior Community Recreation Center,33.94747,-116.96354,Riverside,92223,1310 Oak Valley Pkwy
Alvarado Care Center,34.04886,-118.28139,Los Angeles,90006,1310 Oak Valley Pkwy
Magnet,37.76131,-122.43527,San Francisco,94114,1310 Oak Valley Pkwy
Holiday Manor Care Center,34.21944,-118.58162,Los Angeles,91306,1310 Oak Valley Pkwy
RALEYS PHARMACY #443,38.40726,-121.44844,Sacramento,95758,1310 Oak Valley Pkwy
Community Hospital of the Monterey Peninsula – Monterey,36.57856,-121.91341,Monterey,93940,1310 Oak Valley Pkwy
Dignity Health Medical Foundation Midtown - Family Practice,38.56498,-121.46954,Sacramento,95816,1310 Oak Valley Pkwy
El Monte Pharmacy,34.07678,-118.02052,Los Angeles,91732,1310 Oak Valley Pkwy
Procare Pharmacy (9191 Westminster Ave),33.76007,-117.96882,Orange,92844,1310 Oak Valley Pkwy
Operation Collaboration - Cuyamaca College,32.74693,-116.94049,San Diego,92019,1310 Oak Valley Pkwy
Bartz-Altadonna CHC,35.13325,-117.96235,Kern,93505,1310 Oak Valley Pkwy
Kaiser Permanente Pharmacy (1630 East Main Street),32.80888,-116.92333,San Diego,92020,1310 Oak Valley Pkwy
Stoney Point Healthcare Center,34.25522,-118.60493,Los Angeles,91311,1310 Oak Valley Pkwy
KAISER PERMANENTE PHARMACY 357,33.78672,-117.94004,Orange,92840,1310 Oak Valley Pkwy
Desert Canyon Post Acute,34.6888,-118.15967,Los Angeles,93534,1310 Oak Valley Pkwy
LAGUNA HILLS DIALYSIS,33.59441,-117.67474,Orange,92653,1310 Oak Valley Pkwy
PERRIS COMMUNITY URGENT CARE,33.78236,-117.23759,Riverside,92570,1310 Oak Valley Pkwy
TOP PHARMACY,33.85984,-118.14932,Los Angeles,90712,1310 Oak Valley Pkwy
On Lok Senior Health Services - 30th Street Center,37.74208,-122.42519,San Francisco,94131,1310 Oak Valley Pkwy
Temple City Healthcare,34.0984,-118.02597,Los Angeles,91780,1310 Oak Valley Pkwy
Sutter Medical Foundation- Brownsville FP,39.46125,-121.2825,Yuba,95919,1310 Oak Valley Pkwy
EL SOBRANTE DIALYSIS,37.96215,-122.32454,Contra Costa,94803,1310 Oak Valley Pkwy
Bay Crest Care Center,33.84308,-118.35296,Los Angeles,90503,1310 Oak Valley Pkwy
BHC Alhambra,34.08873,-118.07381,Los Angeles,91770,1310 Oak Valley Pkwy
RE PHARMACY,33.8473,-117.97519,Orange,92801,1310 Oak Valley Pkwy
SOUTH WESTERN PHARMACY,33.97349,-118.30914,Los Angeles,90047,1310 Oak Valley Pkwy
WALGREENS #10069,33.92397,-118.35261,Los Angeles,90250,1310 Oak Valley Pkwy
SILOAM PHARMACY,34.05226,-118.28483,Los Angeles,90006,1310 Oak Valley Pkwy
DOCS Surgical Hospital,34.05731,-118.36231,Los Angeles,90036,1310 Oak Valley Pkwy
Lynwood Post Acute Care Center,33.93094,-118.20443,Los Angeles,90262,1310 Oak Valley Pkwy
Marina Del Rey Hospital – Marina Del Rey,33.98213,-118.43934,Los Angeles,90292,1310 Oak Valley Pkwy
Ming Primary Care Clinic,35.3402,-119.0341,Kern,93304,1310 Oak Valley Pkwy
Pioneer Pharmacy (10990 Warner Ave),33.71614,-117.93739,Orange,92708,1310 Oak Valley Pkwy
WALGREENS #10114,38.65631,-121.54176,Sacramento,95835,1310 Oak Valley Pkwy
Windsor Care Center of Cheviot Hills,34.02584,-118.40827,Los Angeles,90034,1310 Oak Valley Pkwy
California Northstate University,38.40567,-121.48122,Sacramento,95757,1310 Oak Valley Pkwy
Walmart Pharmacy 10-5686,34.18838,-118.32576,Los Angeles,91502,1310 Oak Valley Pkwy
Golden Valley Health Centers - 4150 Patterson Rd,37.73202,-120.91991,Stanislaus,95367,1310 Oak Valley Pkwy
Casa Verde Pediatrics Inc.,37.92647,-122.02964,Contra Costa,94598,1310 Oak Valley Pkwy
Well-Care Pharmacy,38.63191,-121.47625,Sacramento,95834,1310 Oak Valley Pkwy
RITE AID PHARMACY 05811,35.33984,-119.0216,Kern,93304,1310 Oak Valley Pkwy
WALGREENS #9389,33.17036,-117.21163,San Diego,92083,1310 Oak Valley Pkwy
Alessandro High School,33.75343,-116.96168,Riverside,92543,1310 Oak Valley Pkwy
La Quinta Kidney Center,33.73203,-116.30296,Riverside,92253,1310 Oak Valley Pkwy
SERRANO DIALYSIS,34.13132,-117.32299,San Bernardino,92411,1310 Oak Valley Pkwy
PAMF Los Altos Center ( Palo Alto Medical Foundation / Sutter),37.39547,-122.10526,Santa Clara,94022,1310 Oak Valley Pkwy
Brethren Hillcrest Homes dba Woods Health Services,34.10477,-117.77467,Los Angeles,91750,1310 Oak Valley Pkwy
Visalia Womens Specialty Medical Group Inc.,36.31502,-119.29161,Tulare,93277,1310 Oak Valley Pkwy
Super Site: Sharp South Bay Super Station,32.63098,-117.08364,San Diego,91910,565 Broadway
Kindred Hospital South Bay,33.89011,-118.29743,Los Angeles,90247,565 Broadway
Walgreens #10766,37.71003,-121.43389,San Joaquin,95377,565 Broadway
Royal Vista Care Center,34.09511,-118.1123,Los Angeles,91776,565 Broadway
Mission Valley Medical Center – Lake Elsinore,33.65895,-117.30217,Riverside,92530,565 Broadway
CVS Pharmacy Inc. #09541,33.6228,-117.69548,Orange,92630,565 Broadway
WalMart Pharmacy 10-3131,34.12154,-117.36607,San Bernardino,92376,565 Broadway
ABC Pharmacy (2920 Inland Empire Blvd Ste 112),34.07036,-117.58855,San Bernardino,91764,565 Broadway
Nowrx,33.69522,-117.85033,Orange,92614,565 Broadway
The Meadows Post Acute,34.22171,-118.45723,Los Angeles,91402,565 Broadway
Claremont Care Center,34.10785,-117.74596,Los Angeles,91767,565 Broadway
Victoria Care Center,34.07776,-117.95454,Los Angeles,91706,565 Broadway
Fresenius Kidney Care Camarillo,34.24206,-119.01948,Ventura,93010,565 Broadway
Urgent Care Now - Arden,38.59653,-121.36287,Sacramento,95864,565 Broadway
Harry Chen MD Inc A Professional Corporation,36.63107,-119.67993,Fresno,93625,565 Broadway
WALGREENS #4170,38.59494,-121.36543,Sacramento,95864,565 Broadway
Ralphs Pharmacy (25539 Paseo De Valencia),33.59092,-117.69856,Orange,92653,565 Broadway
Lucky Pharmacy (1530 Fitzgerald Drive),37.99048,-122.30251,Contra Costa,94564,565 Broadway
GLENDALE POST ACUTE CARE CENTER,34.1498,-118.23555,Los Angeles,91206,565 Broadway
Kaiser Permanente Pharmacy #532,33.70783,-116.23335,Riverside,92201,565 Broadway
KAISER HEALTH PLAN PHY 421,37.38938,-122.08138,Santa Clara,94041,565 Broadway
WALGREENS #6557,37.76429,-122.45226,San Francisco,94117,565 Broadway
San Judas Community Health Center,34.06166,-118.28626,Los Angeles,90010,565 Broadway
Temecula Valley Hospital,33.48061,-117.10662,Riverside,92592,565 Broadway
Kings Pharmacy,34.1066,-117.63712,San Bernardino,91786,565 Broadway
CVS Pharmacy at 1299 E Ontario Ave,33.8474,-117.54097,Riverside,92881,565 Broadway
The Gardens of El Monte,34.09346,-118.00794,Los Angeles,91732,565 Broadway
Kaiser Permanente Pharmacy #355,33.85248,-117.81759,Orange,92807,565 Broadway
KAISER MOB 2 2ND FLOOR PHY 512,37.89156,-122.05885,Contra Costa,94596,565 Broadway
Magnolia West Dialysis,33.90289,-117.47861,Riverside,92505,565 Broadway
Inland Valley Regional Medical Center – Wildomar,33.59171,-117.23766,Riverside,92595,565 Broadway
GVHC PMQ Merced Pharmacy,37.28805,-120.49789,Merced,95341,565 Broadway
Yolo County HHS Agency OES Building,38.68756,-121.79506,Yolo,95695,565 Broadway
RAI Palm Desert,33.7468,-116.36273,Riverside,92260,565 Broadway
CVS Pharmacy® & Drug Store at 9030 Brooks Rd S Windsor CA 95492,38.5507,-122.8054,Sonoma,95492,565 Broadway
KAISER FDN HLT PLAN FABIOLA 1 PHY 115,37.82471,-122.25676,Alameda,94611,565 Broadway
Berkley East Convalescent Hospital,34.0309,-118.48129,Los Angeles,90404,565 Broadway
Potrero Hill Health Center,37.75478,-122.3989,San Francisco,94107,Potrero Hill Health Center
RITE AID PHARMACY 06079,38.5968,-121.38183,Sacramento,95825,Potrero Hill Health Center
South Coast Winery,33.53366,-117.05372,Riverside,92591,34843 Rancho California Rd
Vermont Healthcare Center,33.82696,-118.29076,Los Angeles,90502,34843 Rancho California Rd
Kaiser Permanente Pharmacy #189,34.07225,-117.43197,San Bernardino,92335,34843 Rancho California Rd
MIRACLE PHARMACY,34.2516,-118.29383,Los Angeles,91042,34843 Rancho California Rd
CVS Pharmacy at 300 South Diamond Bar Boulevard,34.00716,-117.80824,Los Angeles,91765,34843 Rancho California Rd
One Medical - 3850 Grand Avenue,37.81813,-122.24461,Alameda,94610,34843 Rancho California Rd
Gardena Convalescent Center,33.89692,-118.29259,Los Angeles,90247,34843 Rancho California Rd
CVS Pharmacy at 533 Coleman Ave,37.33868,-121.90443,Santa Clara,95110,34843 Rancho California Rd
Neighborhood Healthcare Poway,32.95695,-117.04933,San Diego,92064,34843 Rancho California Rd
Rancho Pharmacy,32.74879,-116.96123,San Diego,91941,34843 Rancho California Rd
KAISER HOSPITAL MAIN OP PHARMACY #393,38.0043,-122.55469,Marin,94903,34843 Rancho California Rd
Inland Valley Care   Rehabilitation Center,34.07726,-117.75442,Los Angeles,91768,34843 Rancho California Rd
The Orchard Post Acute Care,33.96821,-118.0496,Los Angeles,90606,34843 Rancho California Rd
Atherton Baptist Homes,34.08891,-118.13316,Los Angeles,91801,34843 Rancho California Rd
Private Medical Services San Mateo,37.4324,-122.20325,San Mateo,94025,34843 Rancho California Rd
QueensCare Health Centers - Echo Park,34.07209,-118.27984,Los Angeles,90026,34843 Rancho California Rd
SAMS PHARMACY 10-6240,34.11516,-117.83323,Los Angeles,91740,34843 Rancho California Rd
Temecula – LA Fitness,33.53979,-117.14161,Riverside,92591,34843 Rancho California Rd
CVS Pharmacy at 4501 West Slauson Avenue,33.98898,-118.35422,Los Angeles,90043,34843 Rancho California Rd
CVS Pharmacy at 1690 Folsom St,37.77002,-122.4161,San Francisco,94103,34843 Rancho California Rd
On Lok Senior Health Services - Peralta Center,37.55956,-122.00431,Alameda,94536,34843 Rancho California Rd
Kaiser Foundation Health Plan Pharmacy (2238 Geary Blvd 6Th Floor),37.78351,-122.44063,San Francisco,94115,34843 Rancho California Rd
Mid-Wilshire Healthcare Center,34.05603,-118.27404,Los Angeles,90057,34843 Rancho California Rd
MCCN Victorville 11th St. Clinic,34.52727,-117.29177,San Bernardino,92395,34843 Rancho California Rd
Buhach Colony High School - Castle Family Health Center supersite,37.31438,-120.57753,Merced,95301,34843 Rancho California Rd
VIP PHARMACY,34.01408,-117.68896,San Bernardino,91710,34843 Rancho California Rd
California Post-Acute Care,33.93112,-118.20413,Los Angeles,90262,34843 Rancho California Rd
West Hills Health   Rehabilation Center,34.21538,-118.60574,Los Angeles,91304,34843 Rancho California Rd
Kaiser Permanente Pharmacy #568,34.08129,-117.99658,Los Angeles,91706,34843 Rancho California Rd
LA JOLLA DISCOUNT COMPOUNDING,32.88516,-117.2251,San Diego,92037,34843 Rancho California Rd
Southwest Pediatrics,35.35518,-119.11151,Kern,93311,34843 Rancho California Rd
KAISER HEALTH PLAN MOB 1 PHY 511,37.89156,-122.05885,Contra Costa,94596,34843 Rancho California Rd
Kroc Center Suisun City  (mobile clinic),38.24786,-122.00827,Solano,94585,586 East Wigeon Way
WALGREENS #9817,32.83838,-116.99558,San Diego,92071,586 East Wigeon Way
COSTCO PHARMACY #28,33.55493,-117.67663,Orange,92677,586 East Wigeon Way
SAFEWAY PHARMACY #2815,37.23133,-121.97911,Santa Clara,95032,586 East Wigeon Way
WALGREENS #11705,37.67836,-120.93884,Stanislaus,95355,586 East Wigeon Way
Sharp Memorial Hospital – San Diego,32.79813,-117.1536,San Diego,92123,586 East Wigeon Way
RITE AID PHARMACY 05513,33.73954,-118.2925,Los Angeles,90731,586 East Wigeon Way
Rohnert Park Community Center,38.3448,-122.6864,Sonoma,94928,586 East Wigeon Way
Bear Valley Community Healthcare District-Family Health Center,34.24677,-116.88854,San Bernardino,92315,586 East Wigeon Way
Walmart Pharmacy 10-3147,34.27582,-118.70796,Ventura,93063,586 East Wigeon Way
TUJUNGA PHARMACY,34.24812,-118.28533,Los Angeles,91042,586 East Wigeon Way
Valley Health Center Gilroy,37.01189,-121.5569,Santa Clara,95020,586 East Wigeon Way
SAFEWAY PHARMACY #1259,37.98782,-121.78406,Contra Costa,94531,586 East Wigeon Way
Healthtopia Clinics Leucadia,33.06313,-117.30208,San Diego,92024,586 East Wigeon Way
VONS PHARMACY #2660,33.55416,-117.13942,Riverside,92563,586 East Wigeon Way
Tustin Rehabilitation Hospital,33.74753,-117.83105,Orange,92780,586 East Wigeon Way
Alden Terrace Convalescent Hospital,34.04841,-118.28391,Los Angeles,90006,586 East Wigeon Way
PRxP of CA LLC,34.05199,-117.55736,San Bernardino,91761,586 East Wigeon Way
Nestor Community Health Center,32.57778,-117.08281,San Diego,92154,586 East Wigeon Way
SAFEWAY PHARMACY #0768,37.69653,-122.07504,Alameda,94546,586 East Wigeon Way
CVS Pharmacy at 11941 San Vicente Blvd,34.06004,-118.36557,Los Angeles,90049,586 East Wigeon Way
Kaiser Permanente Pharmacy No 515 (1425 South Main Street 1St Floor),37.89156,-122.05885,Contra Costa,94596,586 East Wigeon Way
THE LEELA CENTER FOR INTEGRATIVE MEDICINE,34.13127,-118.15168,Los Angeles,91105,586 East Wigeon Way
Carbon Health - Fidi,37.79798,-122.39804,San Francisco,94111,586 East Wigeon Way
WALGREENS #5616,33.83272,-118.11595,Los Angeles,90713,586 East Wigeon Way
ARMC Family Health Center–McKee,34.13455,-117.25476,San Bernardino,92404,586 East Wigeon Way
Mecca - Clinicas De Salud Del Pueblo,33.56837,-116.07428,Riverside,92254,586 East Wigeon Way
WALGREENS #7403,33.88995,-118.11668,Los Angeles,90706,586 East Wigeon Way
WALMART PHARMACY 10-2054,38.3601,-120.80733,Amador,95642,586 East Wigeon Way
MOBILE HEALTH SERVICES,40.78572,-124.14062,Humboldt,95501,586 East Wigeon Way
Vista Family Health Center,38.47988,-122.73003,Sonoma,95403,586 East Wigeon Way
SPMF Petaluma Family Medicine,38.27434,-122.66865,Sonoma,94954,586 East Wigeon Way
BHC Heritage Oaks Hosptial,38.64341,-121.36465,Sacramento,95841,586 East Wigeon Way
KAISER FOUNDATON HP PHARMACY #521,38.35377,-122.70698,Sonoma,94928,586 East Wigeon Way
BACH Story Clinic (Bay Area Community Health),37.35348,-121.8225,Santa Clara,95127,586 East Wigeon Way
Emanuel Medical Center – Turlock,37.51217,-120.83933,Stanislaus,95382,586 East Wigeon Way
CVS Pharmacy at 5585 N Rosemead Blvd,34.101,-118.07334,Los Angeles,91780,586 East Wigeon Way
Fresenius West Antioch,37.99936,-121.84069,Contra Costa,94509,586 East Wigeon Way
SOUTH SACRAMENTO DIALYSIS CENTER,38.45699,-121.41699,Sacramento,95823,586 East Wigeon Way
KAISER PERMANENTE PHARMACY NO 391,33.52253,-117.66784,Orange,92675,586 East Wigeon Way
CVS Pharmacy at 14503 Ramona Blvd,34.08672,-117.95895,Los Angeles,91706,586 East Wigeon Way
Sequoia Surgical Pavilion,37.92487,-122.02538,Contra Costa,94598,586 East Wigeon Way
CVS Pharmacy at 5985 West Pico Boulevard,34.05527,-118.38737,Los Angeles,90035,586 East Wigeon Way
SAFEWAY PHARMACY #2718,37.89855,-122.51535,Marin,94941,586 East Wigeon Way
Ampla Health: Orland Medical & Dental,39.74204,-122.20157,Glenn,95963,586 East Wigeon Way
HAU GIANG PHARMACY,33.75335,-117.95526,Orange,92843,586 East Wigeon Way
CVS Pharmacy at 499 Haight St.,37.76967,-122.44966,San Francisco,94117,586 East Wigeon Way
Redding Rancheria,40.58595,-122.38681,Shasta,96001,586 East Wigeon Way
Central Coast Family Care - Office 5,34.95454,-120.4236,Santa Barbara,93454,586 East Wigeon Way
Mexican Consulate,32.72208,-117.16767,San Diego,92101,586 East Wigeon Way
SAV-ON PHARMACY #3301,34.46243,-118.55646,Los Angeles,91354,586 East Wigeon Way
IVY PHARMACY,34.17098,-118.31451,Los Angeles,91502,586 East Wigeon Way
KAISER FDN HSP PHY 305 OUT,34.03807,-118.37594,Los Angeles,90034,586 East Wigeon Way
RAINCROSS MEDICAL GROUP,33.97553,-117.38575,Riverside,92506,586 East Wigeon Way
Central City Community Health Center Inc. - South LA,33.98555,-118.25615,Los Angeles,90001,586 East Wigeon Way
Elica Health Centers - Cadillac Drive,38.57273,-121.41877,Sacramento,95825,586 East Wigeon Way
WALMART PHARMACY 10-1660,34.61477,-118.14761,Los Angeles,93551,586 East Wigeon Way
Kaiser Permanente Pharmacy #641,36.91761,-121.782,Santa Cruz,95076,586 East Wigeon Way
Sutter East Bay Medical Foundation Orinda Clinic,37.87662,-122.18032,Contra Costa,94563,586 East Wigeon Way
CVS Pharmacy® at 7505 Laguna Blvd Elk Grove CA 95758,38.4267,-121.4157,Sacramento,95758,586 East Wigeon Way
Health Care Avenues,34.07792,-117.74817,Los Angeles,91767,586 East Wigeon Way
SAVE MART PHARMACY - PELANDALE #95,37.70042,-121.06236,Stanislaus,95356,586 East Wigeon Way
CVS Pharmacy at 119 S. Lincoln Blvd,33.99805,-118.46102,Los Angeles,90291,586 East Wigeon Way
Kaiser Permanente Manteca Medical Center,37.79837,-121.24427,San Joaquin,95337,586 East Wigeon Way
WILSHIRE MEDICAL PHARMACY,34.06669,-118.38633,Los Angeles,90211,586 East Wigeon Way
Mee Greenfield Clinic,36.32534,-121.24828,Monterey,93927,586 East Wigeon Way
RITE AID PHARMACY 06029,38.61513,-122.87281,Sonoma,95448,586 East Wigeon Way
KAISER PERMANENTE PHARMACY #888,34.21759,-119.07491,Ventura,93010,586 East Wigeon Way
Kaiser Permanente Pharmacy #105,37.82341,-122.25929,Alameda,94611,586 East Wigeon Way
DRS ORDERS PHARMACY,34.26216,-118.32032,Los Angeles,91040,586 East Wigeon Way
KAISER HEALTH PLAN NORTH 1 PHARMACY 473,37.69141,-121.92719,Alameda,94588,586 East Wigeon Way
Beaver Medical Group - Redlands Main,34.05036,-117.17963,San Bernardino,92373,586 East Wigeon Way
SAFEWAY PHARMACY #1266,39.32725,-120.2066,Nevada,96161,586 East Wigeon Way
CVS Pharmacy Inc. #09778,34.03316,-117.68891,San Bernardino,91710,586 East Wigeon Way
A & G CARE PHARMACY,34.20158,-118.56241,Los Angeles,91306,586 East Wigeon Way
Kaiser Permanente Pharmacy #596,38.74682,-121.25053,Placer,95661,586 East Wigeon Way
Sylmar Health   Rehabilitation,34.28095,-118.40305,Los Angeles,91342,586 East Wigeon Way
SAFEWAY PHARMACY #0918,38.3476,-122.70842,Sonoma,94928,586 East Wigeon Way
OnePoint Patient Care LLC,37.70325,-122.162,Alameda,94577,586 East Wigeon Way
Pixley Medical Clinic,35.96829,-119.29228,Tulare,93256,586 East Wigeon Way
KAISER PERMANENTE PHARMACY #336,33.95982,-118.30433,Los Angeles,90047,586 East Wigeon Way
Clinica Sierra Vista Pharmedquest Lamont Pharmacy,35.25905,-118.90807,Kern,93241,586 East Wigeon Way
Camden Pharmacy,37.26544,-121.94176,Santa Clara,95008,586 East Wigeon Way
Ambulnz Health LLC,33.82862,-118.31327,Los Angeles,90501,586 East Wigeon Way
Mecca Health Clinic,33.57002,-116.06693,Riverside,92254,586 East Wigeon Way
COSTA MESA DIALYSIS,33.69974,-117.92517,Orange,92626,586 East Wigeon Way
Fountain View Subacute and Nursing Center,34.09493,-118.30508,Los Angeles,90029,586 East Wigeon Way
Center for Family Health and Education - San Fernando,34.28067,-118.4225,Los Angeles,91340,13330 Vaughn St.
Pediatrics For All,35.38422,-119.02317,Kern,93301,13330 Vaughn St.
CITI PHARMACY,34.13424,-118.25823,Los Angeles,91204,13330 Vaughn St.
WALGREENS #5480,37.45692,-121.91152,Santa Clara,95035,13330 Vaughn St.
KAISER HEALTH PLAN PHY 361,38.12235,-122.60494,Marin,94945,13330 Vaughn St.
Walmart Pharmacy 10-5632,36.79325,-119.7892,Fresno,93726,13330 Vaughn St.
Shasta Family Care,41.3164,-122.3198,Siskiyou,96067,13330 Vaughn St.
CVS Pharmacy at 800 Tri City Ctr,34.06326,-117.20468,San Bernardino,92374,13330 Vaughn St.
WALGREENS #7313,37.68896,-121.02346,Stanislaus,95350,13330 Vaughn St.
SourceMD Encinitas,33.05405,-117.28502,San Diego,92024,13330 Vaughn St.
John C. Fremont Hospital,37.50017,-119.97736,Mariposa,95338,13330 Vaughn St.
KAISER PERMANENTE PHARMACY #431,37.75573,-121.45645,San Joaquin,95377,13330 Vaughn St.
St. John of God Retirement and Care Center,34.03322,-118.31081,Los Angeles,90018,13330 Vaughn St.
